Protein_000,Protein_001,Protein_002,Protein_003,Protein_004,Protein_005,Protein_006,Protein_007,Protein_008,Protein_009,Protein_010,Protein_011,Protein_012,Protein_013,Protein_014,Protein_015,Protein_016,Protein_017,Protein_018,Protein_019,Protein_020,Protein_021,Protein_022,Protein_023,Protein_024,Protein_025,Protein_026,Protein_027,Protein_028,Protein_029,Protein_030,Protein_031,Protein_032,Protein_033,Protein_034,Protein_035,Protein_036,Protein_037,Protein_038,Protein_039,Protein_040,Protein_041,Protein_042,Protein_043,Protein_044,Protein_045,Protein_046,Protein_047,Protein_048,Protein_049,Protein_050,Protein_051,Protein_052,Protein_053,Protein_054,Protein_055,Protein_056,Protein_057,Protein_058,Protein_059,Protein_060,Protein_061,Protein_062,Protein_063,Protein_064,Protein_065,Protein_066,Protein_067,Protein_068,Protein_069,Protein_070,Protein_071,Protein_072,Protein_073,Protein_074,Protein_075,Protein_076,Protein_077,Protein_078,Protein_079,Protein_080,Protein_081,Protein_082,Protein_083,Protein_084,Protein_085,Protein_086,Protein_087,Protein_088,Protein_089,Protein_090,Protein_091,Protein_092,Protein_093,Protein_094,Protein_095,Protein_096,Protein_097,Protein_098,Protein_099,Protein_100,Protein_101,Protein_102,Protein_103,Protein_104,Protein_105,Protein_106,Protein_107,Protein_108,Protein_109,Protein_110,Protein_111,Protein_112,Protein_113,Protein_114,Protein_115,Protein_116,Protein_117,Protein_118,Protein_119,Protein_120,Protein_121,Protein_122,Protein_123,Protein_124,Protein_125,Protein_126,Protein_127,Protein_128,Protein_129,Protein_130,Protein_131,Protein_132,Protein_133,Protein_134,Protein_135,Protein_136,Protein_137,Protein_138,Protein_139,Protein_140,Protein_141,Protein_142,Protein_143,Protein_144,Protein_145,Protein_146,Protein_147,Protein_148,Protein_149,Protein_150,Protein_151,Protein_152,Protein_153,Protein_154,Protein_155,Protein_156,Protein_157,Protein_158,Protein_159,Protein_160,Protein_161,Protein_162,Protein_163,Protein_164,Protein_165,Protein_166,Protein_167,Protein_168,Protein_169,Protein_170,Protein_171,Protein_172,Protein_173,Protein_174,Protein_175,Protein_176,Protein_177,Protein_178,Protein_179,Protein_180,Protein_181,Protein_182,Protein_183,Protein_184,Protein_185,Protein_186,Protein_187,Protein_188,Protein_189,Protein_190,Protein_191,Protein_192,Protein_193,Protein_194,Protein_195,Protein_196,Protein_197,Protein_198,Protein_199,Protein_200,Protein_201,Protein_202,Protein_203,Protein_204,Protein_205,Protein_206,Protein_207,Protein_208,Protein_209,Protein_210,Protein_211,Protein_212,Protein_213,Protein_214,Protein_215,Protein_216,Protein_217,Protein_218,Protein_219,Protein_220,Protein_221,Protein_222,Protein_223,Protein_224,Protein_225,Protein_226,Protein_227,Protein_228,Protein_229,Protein_230,Protein_231,Protein_232,Protein_233,Protein_234,Protein_235,Protein_236,Protein_237,Protein_238,Protein_239,SampleID
,9.0124,8.353,6.9042,8.6827,9.8418,,10.6211,10.0538,7.4448,10.8215,9.9819,8.1692,8.9331,9.778,5.1231,10.313,9.6515,8.048,9.0371,6.8497,6.1387,7.3632,8.1487,7.1736,8.3251,8.7589,8.5288,9.394,7.3514,8.5808,9.6188,8.317,8.3218,8.0175,8.6263,9.298,9.8279,6.5338,8.4901,7.3355,7.6734,8.2944,7.6652,9.0981,8.6566,8.1066,9.3295,10.3286,8.3947,9.3657,7.8401,9.2408,9.7567,8.6677,9.0991,8.8894,9.2307,8.7244,8.5519,8.1886,10.0471,9.7162,7.4918,7.9426,8.7135,8.2936,9.0967,7.7635,8.3207,8.9747,8.4063,9.1049,8.8745,8.2928,9.1528,7.9466,8.727,8.8339,6.3478,8.6626,8.11,8.1019,7.0759,9.9246,5.8036,8.3814,7.1885,7.2983,8.8436,8.3872,,8.713,9.7871,8.7635,9.8272,9.1565,8.4797,9.4456,8.2846,8.2157,9.5988,7.1176,10.101,9.9294,8.2749,7.9397,8.0587,8.9177,9.3551,9.522,9.7218,7.9588,9.4532,9.2385,8.5971,9.9549,10.7382,9.5764,9.5653,6.7637,8.3134,8.5344,10.2632,8.0929,8.3678,10.1969,9.1746,,8.5487,7.1811,7.8818,7.8087,10.0468,9.1049,9.799,9.034,9.0746,10.0065,9.3735,8.9636,8.0775,9.1894,8.6451,8.9556,8.3879,7.731,8.3978,10.7214,8.3022,9.7908,8.4831,6.7363,8.966,9.237,6.9145,9.7391,7.5909,9.6428,8.6883,,8.7228,8.4608,9.8018,10.2274,9.9103,8.3188,9.354,8.1403,8.5817,8.7098,8.0438,7.0299,6.8787,9.1032,7.4923,7.0013,8.1949,7.3832,9.2015,9.2278,9.035,9.4215,8.7115,7.4944,9.2853,8.3752,7.9826,8.2263,9.9303,8.3866,8.3882,10.6614,10.3096,8.438,7.348,7.3454,8.6335,10.4633,8.6809,6.6102,8.2965,7.6038,10.6232,8.6085,8.9372,7.7669,6.9313,9.9422,9.7829,8.0638,8.0472,9.395,8.348,8.6248,8.0795,7.7565,6.8342,7.8982,8.3995,9.2351,9.3087,9.2117,9.7006,8.7452,7.7522,8.4797,8.4352,9.9522,9.0697,8.5977,6.4907,9.2961,6.9483,8.3742,8.2639,8.1557,8.0959,8.574,9.6723,S061
7.0997,8.4601,9.6394,7.9549,7.4162,9.4232,8.278,9.3389,8.9828,9.5869,9.8578,8.4641,9.0599,7.528,6.6624,8.0787,10.5572,8.8779,8.0422,9.3907,8.1774,9.7193,8.3397,10.3847,10.0323,8.8113,9.0946,8.4519,7.1933,8.7218,9.3701,9.3813,8.5119,9.1552,8.435,9.0428,7.7135,9.4442,5.5098,6.6399,7.9049,7.8065,9.8226,9.5523,9.1322,9.1397,8.2181,8.0879,7.2797,8.5105,10.2045,10.098,7.9257,8.2363,9.3794,7.3992,9.5429,8.6427,9.5868,9.186,9.3647,9.3845,7.4967,7.1694,7.2884,8.3017,9.0968,8.6567,8.2971,7.77,7.209,8.2112,7.2265,10.6182,8.9073,9.095,8.0107,8.6485,6.9446,8.1383,9.2487,9.0947,9.511,9.4778,10.0556,7.2288,8.4894,8.9701,8.1473,8.4661,8.2795,8.7369,9.1292,9.08,9.1435,8.3548,10.5925,8.3439,7.1192,7.9602,9.7504,10.3543,9.3554,7.9292,6.4143,10.5335,9.4268,8.9815,10.3188,8.8153,8.5126,8.423,8.6656,7.5914,8.3673,9.2273,9.2897,8.4838,8.3383,10.1308,9.6321,9.8622,8.0037,6.9915,8.979,9.384,9.4169,9.551,7.4505,9.1427,7.3836,10.9818,8.9554,9.8258,9.1105,7.2389,8.4633,9.5591,8.0463,9.5064,7.8685,7.9907,8.2119,8.4061,10.4762,8.4094,8.5045,9.0277,9.4731,9.7301,9.7099,8.9567,9.3045,8.3061,7.5088,7.4724,7.2295,7.9528,8.2517,9.0147,9.336,7.021,6.3746,9.2928,9.6803,8.1489,9.5662,8.3074,6.2235,8.712,8.0832,7.0034,8.8449,7.8907,7.2927,8.8532,8.5442,8.0562,8.5542,7.2801,9.6557,8.0695,8.2813,8.9083,6.4791,8.3762,11.8943,9.3052,9.3992,7.936,10.4025,8.5225,8.6852,7.9877,8.832,9.4732,8.5984,7.2636,8.7255,8.379,9.0037,8.2509,7.4964,7.4341,8.7138,8.1142,9.4487,8.1602,8.2569,8.5314,8.8636,7.7774,8.6675,7.33,10.2251,9.7784,8.5202,8.494,8.1038,9.6591,8.8032,9.0992,8.1917,8.7711,9.8079,8.8719,8.7154,8.5216,7.8134,7.5613,8.6233,9.3512,8.1273,9.5986,7.9444,8.9805,8.2908,8.643,,7.7802,S062
7.0673,7.2276,7.5799,8.9111,8.3322,8.3139,7.7279,8.55,7.7587,9.6713,6.5888,7.1818,9.8516,8.488,7.2284,8.6465,8.147,7.3941,8.2318,7.7158,,8.7227,8.206,10.1325,7.6084,9.7169,7.2768,7.7453,8.3435,9.7636,8.1498,8.3001,8.4804,7.4383,9.5955,8.5356,10.0493,8.3948,7.4887,8.2214,7.8753,10.0257,8.7576,8.0565,8.2844,9.6181,6.8803,8.4317,9.8565,8.2958,7.2395,7.9469,7.802,9.1606,8.5556,8.7423,9.4842,8.1835,,9.171,7.0354,7.4331,5.8736,8.3942,7.8973,9.5703,7.5692,7.8335,9.211,9.2203,9.7095,8.5151,8.0956,7.7495,9.3686,8.5362,9.9435,7.0483,7.6776,8.0127,9.501,7.4212,7.6981,8.5742,8.1845,8.3696,,8.2428,9.679,7.587,8.8326,8.2311,9.2024,8.4139,7.3933,8.7653,8.6268,7.4079,9.234,9.0091,7.9117,8.3018,9.2995,8.7954,7.0906,8.8814,8.5647,9.1495,8.6391,9.0763,7.7785,8.2619,10.7281,7.6569,8.3367,7.6873,7.6982,9.4725,8.7975,8.2747,9.0506,9.4624,9.8834,7.6936,7.9032,7.427,8.7588,6.4929,,7.7909,8.8189,9.1964,8.7379,6.9392,8.1514,9.7599,8.8377,8.3417,7.6846,7.4,9.0977,7.8431,8.1694,8.0261,8.6307,7.5195,8.8843,8.6677,9.4799,8.5556,7.5597,8.9606,7.5541,6.9799,8.8758,7.8088,6.9362,7.9253,10.5381,9.1594,8.1121,7.9287,8.5557,8.2031,8.561,8.8526,9.0508,8.1084,8.0731,8.4907,7.6771,8.5635,9.5399,8.2059,7.4095,8.8199,8.8326,7.1875,9.5164,9.0097,7.863,6.5181,7.5109,8.2444,,7.1312,7.8587,8.0974,8.5793,9.0699,8.1811,8.2646,8.1948,7.7447,8.2035,10.1903,9.1749,6.8947,8.6173,9.0584,8.3456,9.0887,8.779,9.5025,9.2045,8.8128,7.6782,8.5172,9.1239,8.1172,9.0543,9.0152,7.317,8.4812,8.4103,8.4562,9.6949,8.8349,8.9851,8.3545,,8.5711,7.4713,7.9442,7.405,7.5506,9.8614,9.547,10.2051,5.9821,6.9969,6.7981,8.3733,8.1224,8.7123,9.3663,7.7131,8.0615,9.4662,7.9539,S063
9.3176,8.8825,9.2936,8.3989,9.1367,8.6444,8.7245,8.9172,9.1034,9.5076,8.9779,9.336,9.2469,9.2118,9.5079,9.0297,10.0808,10.1703,7.81,8.0278,8.0585,9.5233,8.7166,9.3102,8.978,9.9413,7.4203,7.4644,9.443,8.4929,8.6614,7.5965,8.3344,8.8328,8.8635,8.9417,8.2723,10.2335,8.2912,8.6151,10.2615,9.6368,9.7837,7.5653,9.1831,8.3625,8.9699,9.8171,8.8939,8.3644,7.9301,9.0195,9.1632,8.7344,9.5364,,7.7375,8.9298,8.3986,10.248,7.6149,7.0073,7.275,9.2026,9.7654,7.6607,8.7246,7.9233,7.3161,7.3765,10.3771,8.1606,9.1249,8.7996,7.3718,8.9515,8.1769,9.3706,9.4396,7.2865,8.9666,8.1329,7.1387,8.7805,9.1083,9.7765,9.5854,7.8995,9.1997,9.1183,9.135,10.1867,8.4941,8.2893,8.6654,8.5327,7.5508,8.7792,8.997,8.5387,9.7358,9.6025,7.2415,9.8736,9.9238,9.8676,9.6439,9.1201,7.2785,9.1547,8.1991,,8.545,8.0556,8.8677,7.7936,9.8036,8.9461,9.7864,9.3803,10.6874,8.1159,7.9764,8.9282,10.0735,9.5183,,8.6904,7.2563,8.2759,8.9273,8.0779,8.7225,10.079,8.7759,9.2397,9.4236,9.0912,9.9336,9.7571,8.68,8.2445,9.193,9.5052,7.3071,8.7397,8.4278,9.6964,7.9036,7.2748,8.0169,10.8311,8.0522,9.6321,8.4437,8.2104,9.2554,9.054,9.928,8.7744,8.9549,8.6377,7.485,8.7442,7.5982,8.8299,9.948,9.092,9.4714,8.9783,8.9966,8.4353,6.6674,8.7645,8.081,8.7397,8.3982,8.5486,9.4814,9.5845,7.9342,8.7962,9.5667,9.2881,5.69,8.6198,9.7447,7.6734,,8.9733,9.0108,8.2033,9.0277,8.6589,7.6048,8.2752,8.0745,8.6614,9.0694,8.9822,9.4027,7.7785,8.26,9.3333,9.1464,8.0727,9.2163,10.9,8.1658,7.0399,9.1538,8.9372,9.9182,10.1185,8.6973,8.8823,9.5003,8.57,9.4163,8.3048,9.0979,8.9144,8.415,7.462,9.1499,9.3236,9.0204,7.6801,8.2602,7.8508,8.8615,7.6192,9.4679,10.6962,8.637,9.502,8.6412,9.0985,6.8536,8.7419,S064
8.5154,8.8505,8.3162,8.8505,9.1469,8.3697,9.0356,7.8132,9.0084,8.7507,8.3754,7.6563,8.5085,7.7684,8.5019,8.291,8.4216,9.008,,8.062,8.7813,7.7379,8.5433,8.1111,7.3459,8.445,8.3165,8.2536,8.1498,9.6341,8.9374,7.884,7.6681,8.6599,7.3746,8.866,8.5245,7.3239,6.3751,8.1933,8.0207,9.0158,7.6173,9.1067,8.9193,10.8428,7.9759,6.9026,7.9782,9.1079,8.7108,9.1778,7.9548,9.6398,8.2395,7.7022,,7.7902,6.8545,9.1931,8.1524,8.5002,8.7163,8.3934,9.2916,8.885,7.795,7.9542,8.4589,8.3803,7.1071,8.8713,9.1011,7.9525,8.7985,8.1615,7.1902,7.1975,8.0787,7.4314,9.063,8.406,8.6824,8.0275,7.9765,8.0023,7.9416,8.6169,8.643,9.8404,8.047,6.697,9.015,8.219,7.6131,8.0642,10.354,9.375,9.7875,8.4813,8.8986,9.8784,9.4047,9.6178,8.1707,8.4982,8.5192,8.2335,8.8412,8.772,7.9554,8.8728,8.3541,7.6405,8.3487,8.1984,9.0817,8.3932,7.8138,9.0157,9.7238,8.8896,7.3113,10.0142,8.504,9.1151,8.002,8.1025,8.2446,7.5356,8.859,9.2442,7.9907,6.7603,7.9954,9.3533,7.1003,6.7064,7.8062,7.625,7.7795,8.0225,8.8482,8.0512,9.4815,8.3104,8.2312,9.1432,8.156,10.3334,6.8556,8.8091,8.0862,8.6698,8.5502,,7.5636,7.7429,8.2021,6.7404,9.1329,7.5463,8.4511,9.3812,9.0205,10.4846,7.8995,8.4523,9.7081,8.0443,7.0344,8.2747,8.4985,9.6305,8.3535,8.4187,6.5269,8.2274,6.429,7.3931,7.9779,9.4349,9.3649,8.7642,8.1805,7.7365,9.7553,8.1037,8.8147,9.7506,9.1695,8.5284,6.9017,8.6018,8.9456,11.0939,7.9526,7.2674,8.5929,7.7395,8.7541,7.448,8.3764,7.6515,6.9917,7.0571,8.5692,8.926,7.5207,8.6146,10.3223,8.8064,8.7699,7.8461,7.6187,8.9161,9.7512,9.1946,8.5175,8.4077,8.3893,7.5843,8.7436,9.4395,7.1404,7.7807,8.3838,8.5117,9.6891,8.823,7.2697,7.278,9.0245,8.7288,8.5234,8.0676,9.9889,9.3033,7.3201,8.2484,S065
8.1496,9.1016,,7.6154,7.5625,8.7967,8.118,8.5839,9.1686,8.4627,8.2641,7.5202,9.3002,8.0841,8.2227,9.4199,7.2477,7.4404,7.2058,7.9967,7.6392,7.3291,7.3607,7.481,9.9114,8.5901,8.0783,8.0761,,6.183,8.7744,8.2071,8.012,8.4651,8.2754,9.5794,8.4136,6.3751,8.0757,8.2533,9.184,8.3428,10.2329,,9.6352,7.6582,7.4724,7.7589,8.0806,6.706,9.5634,8.6267,8.5289,9.1045,8.5884,8.2168,7.9167,7.3268,8.0941,8.0044,7.2857,9.3686,6.4156,8.7428,6.8738,7.6556,8.8597,7.2053,8.5035,9.2592,8.1983,8.2052,8.4594,9.1085,8.9564,7.4946,8.3763,7.9198,7.8032,9.4434,8.2126,8.2269,8.0436,8.2023,7.9417,7.6918,7.2737,8.9139,8.7076,9.676,8.3744,9.9712,7.9967,8.3165,9.8298,9.2108,8.3124,8.144,8.7037,7.6013,8.2762,8.0853,8.6322,6.9495,8.9671,9.336,8.3264,7.9896,7.826,8.7853,10.3213,6.7098,8.4472,9.3925,9.1459,9.0063,9.8478,7.5919,7.1364,8.831,8.048,7.9918,7.1978,7.5859,8.7697,9.1265,8.926,9.0156,9.8628,8.174,8.1516,7.3079,7.8562,7.1589,7.9742,,8.5968,8.9662,7.7679,8.293,7.5149,,7.9872,7.1448,9.1999,8.6142,7.7665,7.2491,7.941,8.4075,,8.7887,7.8097,8.1284,6.4638,7.0686,8.9997,8.335,7.245,8.067,8.2837,8.7837,9.6227,7.9496,7.2995,8.7543,8.1929,8.6525,8.8047,7.8819,8.61,7.9626,8.1428,6.4815,7.6735,8.5112,10.1438,7.1906,8.1834,7.2627,7.9848,8.43,8.4983,8.6493,8.3347,8.3971,7.8012,7.2473,7.8247,6.906,9.4601,8.9508,8.2882,9.3421,10.0358,9.2242,7.9371,8.729,7.4655,10.2194,7.7782,6.7562,6.5517,9.0669,8.2341,6.9663,7.5113,8.5179,8.1654,9.1937,8.7881,6.7733,7.8024,7.9736,7.6892,,8.003,8.6175,8.4253,7.5052,8.2356,8.0818,8.7465,8.7641,8.2727,8.8974,7.7848,9.1498,8.7198,7.1581,8.2394,10.0233,8.0009,8.9223,6.981,8.2928,9.6787,9.1814,8.1968,9.2522,S066
7.0307,8.8077,9.0029,9.4689,9.2886,9.4451,7.6182,9.1689,7.5129,8.5951,8.8191,8.1354,8.7277,8.8116,10.1612,9.5368,7.254,7.511,8.5154,8.3423,9.1718,7.8528,7.9599,8.37,10.554,8.7032,,7.0232,,8.8171,10.127,7.0725,8.7533,7.7572,8.7496,9.3123,9.718,8.4423,8.7134,8.878,9.6211,8.1256,9.2169,9.0131,9.0221,6.2564,,10.0596,8.5636,7.9843,8.4202,7.7899,9.9802,7.8452,7.3454,7.6629,8.8163,7.924,9.7319,9.2615,8.7268,8.7151,9.5223,7.9205,9.7735,8.89,7.4705,8.3103,7.8698,7.7444,7.7179,9.3431,8.7646,8.969,7.6411,9.7238,9.4675,8.9984,9.4485,9.7751,8.5545,7.7698,7.1866,6.8506,7.9087,7.5375,6.81,9.2026,8.0369,9.0625,7.8398,7.0632,7.7632,9.8991,8.2621,8.1717,9.5811,9.1897,7.3192,7.8774,,7.7266,8.1313,6.4462,8.7115,9.5445,9.373,7.8891,8.951,6.8943,7.7691,9.1202,8.8763,9.8342,9.5458,8.302,5.2192,9.1553,7.492,8.1369,7.2532,8.8167,10.7109,7.5818,8.0314,7.9697,8.4649,7.8554,8.2591,8.4072,6.1694,9.128,6.6976,7.6092,9.5026,9.1561,8.1135,8.6616,,9.3952,8.5533,9.055,8.6569,9.6626,8.5281,8.0395,9.6085,9.8455,8.815,9.3374,10.1703,7.9473,7.6385,8.7152,7.174,8.5741,9.3681,9.6789,9.0025,8.3816,8.4423,9.5289,7.5487,5.8892,8.5617,9.4783,8.7968,9.3051,9.9225,10.8118,9.996,8.9778,7.9438,7.8147,9.0453,8.5997,7.9937,8.168,8.9889,8.0412,8.3819,9.7169,7.3183,8.4499,8.6786,10.1835,9.251,9.7988,8.5991,8.3364,8.7494,6.1106,8.0301,7.7807,8.4451,8.1202,9.8145,8.9499,9.5985,8.6528,9.3751,7.181,8.3024,6.5749,9.2008,8.2249,8.3991,8.3377,8.2461,8.5472,9.2298,8.0521,8.1307,10.2288,10.037,8.8211,8.999,9.2053,9.3857,8.8299,9.3553,7.4674,8.7209,6.907,8.4162,7.8103,9.8559,,10.1136,9.3508,9.9311,8.0506,8.5146,8.6675,10.0762,8.5345,9.6877,9.0951,8.6094,8.3983,S067
8.3873,9.7221,9.81,9.0051,8.6856,7.7312,9.4516,7.4598,6.2523,8.6071,8.1129,8.7288,8.8802,7.8289,8.5062,7.1118,9.9964,8.7631,8.4242,8.9668,7.6813,7.5392,8.7235,10.1211,8.435,8.8346,7.7182,9.0972,8.8758,7.3895,9.4308,9.5449,8.1554,6.1582,7.2801,8.5804,7.776,9.224,7.3572,7.097,8.8097,9.889,9.0462,8.0488,6.6377,9.5672,8.2228,7.5594,9.1379,8.0809,9.348,7.6303,8.8403,7.7789,7.4823,6.8441,8.0221,11.1406,6.825,8.1397,9.0091,7.4029,7.9951,9.0883,8.7239,7.434,10.2625,8.1048,7.3618,7.3264,10.065,9.1248,9.5902,6.6477,7.526,9.1953,9.3697,6.113,8.864,6.9536,,8.0522,7.1073,8.4323,5.9502,9.1051,6.7653,8.7001,7.3512,7.1715,8.4245,8.251,9.5793,8.165,8.5775,8.2616,7.9715,7.4845,7.1795,8.7977,9.5285,8.5142,6.835,9.6692,8.7786,10.571,8.1582,8.0533,8.0852,7.6353,8.0871,9.1219,7.8288,8.5982,6.9923,7.4166,,7.4417,8.591,11.0024,,7.3281,8.0714,7.4272,6.3955,9.1022,6.5798,9.6029,9.6987,8.3344,8.814,8.2271,8.2063,8.6325,7.4027,7.6888,9.3389,9.2368,8.6776,8.2171,7.4284,8.7719,9.8332,8.8712,8.5788,8.272,8.1013,8.7835,8.0881,,8.8364,8.2633,8.0727,7.5606,6.3318,8.2785,7.6609,9.1158,10.6109,7.905,10.188,7.1816,8.423,8.9278,8.1483,10.4922,7.986,8.3981,8.3721,7.7882,7.0649,7.8044,8.0202,7.7805,8.8526,9.9398,8.194,7.9592,8.7203,6.615,6.8972,8.7304,8.1407,,8.6983,8.8833,8.479,7.6616,7.7022,8.3137,8.759,8.8003,7.5411,7.9563,8.7642,9.0091,7.8002,7.6999,10.1992,9.5938,9.0473,9.0534,9.321,9.2504,9.9216,7.2295,9.4442,8.4805,8.3401,6.8787,8.4487,7.3857,8.6975,9.2396,8.606,9.5028,7.1621,8.8521,7.8299,8.5755,9.075,10.5905,7.1981,8.5099,8.7476,8.115,7.2959,7.1327,6.9756,8.6529,8.838,7.4067,10.146,7.9007,9.0533,8.0398,7.306,7.6015,7.2559,7.9458,S068
7.9422,8.4304,8.4185,8.3831,9.1875,7.5667,8.1949,9.2374,10.3149,8.796,8.635,9.2201,8.8749,8.8484,9.1125,7.2407,8.5957,9.1893,8.6157,6.9694,8.8993,8.2747,8.5709,9.0788,8.8772,8.997,7.3978,9.2806,8.3915,8.1117,8.0913,8.6153,5.4039,8.3051,9.1489,7.9364,8.0984,9.1383,9.4046,8.5112,7.8355,9.3435,7.4465,9.1182,7.3126,9.0371,8.9376,7.9554,8.4877,8.9723,8.2002,9.3682,9.8962,7.0711,8.508,7.6669,6.8095,7.37,8.5154,6.947,6.4493,8.605,8.0122,7.4981,9.1491,7.2659,6.4195,8.8281,8.8597,9.2783,8.3596,8.4122,7.9136,8.0905,7.3338,7.4354,9.5898,8.3031,7.4516,9.6381,8.5542,7.0889,7.8602,7.5834,6.7119,6.6192,7.7407,8.0117,6.22,8.6123,,9.2182,9.4266,7.4181,6.9542,8.0314,9.7842,7.7169,7.6141,8.8547,7.3208,9.2272,7.4406,8.1243,8.2881,8.8408,9.6709,7.8026,9.0189,8.1773,9.5863,7.7946,7.9361,7.6925,8.8872,,8.7092,8.701,9.0936,8.2625,7.317,8.0265,7.0859,8.3735,9.8425,8.1172,7.8684,8.2153,8.2851,7.6176,8.7555,9.4481,6.9996,8.3808,7.5093,9.5107,8.3443,,6.2336,8.2825,7.7923,7.6461,8.6349,8.3553,7.8722,8.6476,9.6411,7.8156,8.4091,8.4715,9.3367,7.339,8.9806,9.6632,9.5568,8.0535,8.8844,8.6648,8.2517,7.9852,9.7741,8.839,8.9282,8.005,7.9751,9.4933,8.9541,8.6729,9.3054,8.3369,7.9256,8.963,7.1185,9.7706,8.0932,7.8867,7.6395,8.8303,7.0281,6.844,9.3903,8.5985,8.4743,7.8079,6.9818,8.2304,7.2742,8.9992,8.3262,8.4693,8.7181,8.8623,8.3327,8.5005,7.9989,8.5269,8.7546,6.8537,9.201,9.9039,7.9386,7.3179,10.0041,9.4115,7.2338,8.0123,8.5186,7.0594,8.7714,9.2479,8.9947,9.5004,7.118,7.5221,7.876,8.7409,8.6536,8.3296,9.1813,9.002,8.114,8.3789,8.1858,8.3581,6.2948,9.4113,8.5519,9.2046,8.4733,7.3468,7.5948,9.6818,8.3774,7.089,8.5567,6.5158,8.1908,6.3897,8.6958,7.8166,S069
8.2662,7.5353,7.34,8.2695,8.5935,6.3348,7.8638,7.1555,7.6505,8.4941,8.43,9.3518,8.0669,8.6808,8.6094,7.8273,9.0178,8.4328,9.3038,9.6309,6.979,8.5066,8.5119,10.3754,7.4351,7.2872,6.4707,8.0052,6.2758,7.7847,8.291,9.8176,9.64,7.4763,7.0333,8.7786,6.5139,7.6487,,10.3451,7.5068,8.7868,8.2197,8.4234,,8.6029,7.961,8.4283,9.8313,8.7076,9.319,9.9098,8.4862,9.9849,7.9495,9.8893,8.9418,8.8627,8.8736,8.4254,8.1847,9.0717,9.4653,8.9159,7.9327,8.3219,9.7578,7.8505,8.686,8.0057,8.6318,6.2601,9.2255,6.8332,8.1692,8.2838,7.8099,8.6395,9.6771,7.0706,9.9777,9.6364,8.8388,8.9757,8.3835,8.0279,7.5522,8.2249,7.3716,8.6833,8.6027,9.8567,10.0128,9.8837,8.8063,8.0101,8.9597,8.3896,8.6817,8.9847,8.5601,7.9499,8.2088,7.9519,7.7759,8.4173,7.2253,,9.0101,,7.8086,7.9874,8.3784,8.72,8.7621,8.9714,9.143,7.7372,8.5201,8.1226,8.4769,8.1278,8.2152,8.9717,7.8746,9.1506,7.8093,8.8989,8.4946,10.1727,,7.3927,7.3767,9.1862,8.802,8.3327,8.1707,8.976,9.2059,8.4258,7.5492,8.9276,8.1275,7.5103,8.626,8.3476,8.9546,9.3181,8.1726,8.7607,7.6098,10.1625,8.1904,6.7331,7.755,8.6573,7.2162,8.4584,8.9131,8.5078,8.6978,9.7481,7.19,9.1876,8.9086,8.3569,8.5624,8.3756,8.75,8.0884,8.9589,9.482,9.0151,8.4483,8.3242,8.9577,8.2795,6.4528,7.4,9.1292,8.5586,8.3236,9.3195,9.5374,7.0752,9.255,8.459,8.6299,7.6223,7.8992,9.6049,9.7714,10.6957,8.4297,6.6722,9.4767,7.9448,9.1563,10.0326,8.7634,10.2769,8.5446,8.6399,8.6804,8.1626,8.8104,8.8271,8.4159,9.3296,7.7997,8.418,9.3823,8.7281,8.596,8.5446,8.6966,8.6345,7.7669,7.4607,8.6991,8.9556,7.5448,8.079,7.0516,8.3273,8.5337,9.9297,7.0119,9.2647,9.1646,8.9441,9.1273,9.3539,8.2382,7.2997,9.1998,8.9579,7.7612,8.8434,8.9331,S070
